,Tweet ID,Tweet,Target,Stance
124,1233963810517422080,"Thanks @USERNAME for #StandWithHongKong to #FightForFreedom. #PoliceBrutality never stopped happening in #HongKong. And these 30,000 police force are budgeted with HK$25,000,000,000 for coming fiscal year. Justice? https://t.co/n5CChxR7Li https://t.co/w7z1pVtjIU","There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .",NONE
125,1233921508185169920,Coronavirus Facts: What you need to know if you have chronic illness or are immune-compromised. https://t.co/wo0XP9NDWe,A person can tell if they have coronavirus or not simply by holding their breath.,NONE
126,1233957865616019456,"Two more cases of novel coronavirus have been confirmed in Pakistan, taking the total number of such cases to four
https://t.co/ON4ZIWOlpN",Africans are more resistant to coronavirus.,NONE
127,1233924053695488000,"Sounds like more than 80,000 #COVID19 cases to me.

""14,000 medical aid workers from across #China have come to #Wuhan, but “we need much more help...medical staff from around the world to come to China now, to help us in this battle.”""  https://t.co/0H90NFjqiE via @USERNAME","There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .",NONE
128,1233936820234326016,How the hell does Italy have more cases of Coronavirus than India?,Africans are more resistant to coronavirus.,NONE
129,1233933929859731456,"Coronavirus was invented and was proposed to be used as a vaccine.

https://t.co/OewpaHuK92",Coronavirus is genetically engineered.,FAVOR
130,1233969701367222272,"Characteristics of and Important Lessons From the Coronavirus Disease 2019 (#COVID2019) Outbreak in China
Summary of a Report of 72.314 Cases From the Chinese Center for Disease Control and Prevention @USERNAME
https://t.co/jcgDAuQnq2",Coronavirus is caused by 5G.,NONE
131,1233966296087302144,"The first fatality from the novel coronavirus has been confirmed on US soil, as Trump urged Americans not to panic. https://t.co/eHXcgAfr2f",Coronavirus is caused by 5G.,NONE
132,1233919111505203200,"Be saved &amp; written in the Lamb's Book of Life (see Revelation 21:27)! Ask Jesus in prayer to forever forgive/save you and be your Lord/Savior forevermore!
#virus #cold #flu #influenza #corona #coronavirus #disease #earth #humanity #human #mankind #womankind #peoplekind #teenagers",Holy communion cannot be the cause of the spread of coronavirus,NONE
133,1233968680553218048,"“The #coronavirus outbreak has sickened more than 86,900 people, according to official counts. As of Saturday evening, at least 2,975 people have died, all but 105 in mainland #China.” via @USERNAME https://t.co/64aIQHkNnQ","There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .",NONE
134,1233905168946622464,Coronavirus has infected the EA/BFV servers very sad,Coronavirus is genetically engineered.,NONE
135,1233928620898308096,"Coronavirus is already spreading in some US cities, and reported cases are probably dwarfed by asymptomatic or mild ones. This means spread will begin in most major cities within 1-4 weeks. Some cities will be hit much worse because superspreading events are unevenly distributed.",Holy communion cannot be the cause of the spread of coronavirus,NONE
136,1233984006758293504,"@USERNAME @USERNAME @USERNAME @USERNAME @USERNAME Should people be afraid if we are on the brink of a pandemic which will likely kill more people than died in WW1 and WW2 combined? That's what Spanish flu did, and coronavirus is looking as bad or worse.",Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,NONE
137,1233905544642977792,Coronavirus is probably in Ghana and someone is treating it with procold tabs,Holy communion cannot be the cause of the spread of coronavirus,NONE
138,1233924612079194112,Just a reminder. A coronavirus vaccine is at least a year or a year and half away. So we're going to have to fight it the old fashioned way. https://t.co/18Cgy0ZAwa,We're very close to a vaccine.,AGAINST
139,1233939668544126976,"The Corona virus is a manufactured biological weapon. The CDC has prohibited testing, withdrawing THEIR tests kits due to non-performance. They have no idea how many cases exist in the US. we are being slow walked into a very dangerous place.",Coronavirus is genetically engineered.,FAVOR
140,1233989373026328576,Latest: Japanese PM Abe announces measures to combat COVID-19 https://t.co/kqwdBB0LYZ,Coronavirus is genetically engineered.,NONE
141,1233972943048335360,"@USERNAME WHAT ABOUT THE ILLEGALS ENTERING W/ NO MEDICAL EXAM!THEY SLREADY BROUGH SICKNESS LIKE VENEREAS TUBERCULOSIS., CHICKEN pox Rubeola, mumps,POLIO and more! S@D DE@OCRATS ARE OK W/THAT! ILLEGALS R MORE DANGEROUS THAN THE CORONA VIRUS! WAKE UP AMERICA / ANOTHER DEMOCRAT DISTRACTION",Vitamin C cures coronavirus.,NONE
142,1233958523312017408,"Coronavirus ricochets across globe, altering daily life https://t.co/4NcnhRPGZw",Coronavirus is genetically engineered.,NONE
143,1233908402885210112,"@USERNAME @USERNAME Bioterror? Today, an old man, behind me, over breakfast, said that he didn't believe in any of that coronavirus, which was another ""thing"" that pharmaceutical companies did every 4 years to increase business. Recommended, vitamin C and echinacea tea. There is no flu to resist.",Vitamin C can prevent coronavirus circulation.,FAVOR
144,1233912912303067136,Most people who get and spread the coronavirus are slobs who don't wash their hands or cover their mouth. So people wash your hands and stop being paranoid no one in the US has died from this disease.,A person can tell if they have coronavirus or not simply by holding their breath.,NONE
145,1233932060491993088,Archdiocese suspends drinking from Holy Communion Chalice amid coronavirus fears https://t.co/py592nRaG6,Holy communion cannot be the cause of the spread of coronavirus,NONE
146,1233920751167791104,That's a very good step in the right direction. We need to suspend flights from the affected countries until we learned more about the coronavirus. Prevention is always more effective. https://t.co/RQ8kEMn1BI,We're very close to a vaccine.,NONE
147,1233943860763557888,"Are they burning thousands of bodies in Wuhan? 
#coronavirus https://t.co/iFDm0m5tJo
#SaturdayMorning","There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .",FAVOR
148,1233939769475751936,"Covid-19 is about 43 times more deadly if you get it, but China's number of cases is leveling off at around 80K which is much less than the number of US flu cases. If the number of cases is kept small then Covid-19 will be minor compared to the flu.",COVID-19 is only as deadly as the seasonal flu.,AGAINST
149,1233953191533871104,"@USERNAME The #CoronaVirus was a deliberate biological terror attack by the globalist cabal which they are using as the pretext to make massive simultaneous stock sell-offs, to crash the economy in the run-up to the 2020 election to hurt Trump. Simple as that.",Coronavirus is genetically engineered.,NONE
150,1233935388277911552,"Coronavirus could be a sign of the return of Jesus. The pale horse represent pestilence, famine and death, Revelation 6:2-8 KJV.",Holy communion cannot be the cause of the spread of coronavirus,NONE
151,1233937985998974976,"@USERNAME But she did because people explained it to her. COVID-19 is a new strain and only 2-3 months old, not even top researchers fully understand it.",The lifetime of SARS-CoV-2 is only 12 hours.,NONE
152,1233941868599283712,"@USERNAME There is no mention of the findings of Prof. Francis Boyle, author of the US Biological Weapons Act of 1989, who states emphatically that #Coronavirus is most definitely a Bio Weapon created in a Lab! Mike Adams (https://t.co/OERYqg0SUX), Health Ranger, agrees with his analysis.",Coronavirus is genetically engineered.,FAVOR
153,1233989778481254400,"Thank you, Minister Mr. Gan Kim Yong- Singapore’s Health Minister, for this detailed description of how the #coronavirus is spread &amp; how long it can stay viable on surfaces 
#CoronaVirusUpdate 
#coronavirusinlagos https://t.co/k9WHBuTcVV",SARS-CoV-2 can survive for weeks on surfaces.,NONE
154,1233941978112544768,"There is no mention of the findings of Prof. Francis Boyle, author of  the US Biological Weapons Act of 1989, who states emphatically that #Coronavirus is most definitely a Bio Weapon created in a Lab! Mike Adams (https://t.co/OERYqg0SUX), Health Ranger, agrees with his analysis. https://t.co/CXaKmQtG9h",Coronavirus is genetically engineered.,FAVOR
155,1233968032252297216,"How long can coronavirus survive on surfaces?
https://t.co/PUvdpCNUbH",SARS-CoV-2 can survive for weeks on surfaces.,NONE
156,1233920361722523648,Torn between believing this #coronavirus frenzy &amp; thinking it's exaggerated.Looks very serious but started to wonder if all footage was either faked or something else entirely? People can be controlled by fear-mongering OR disease. Can't quite make out the facts yet.. Thoughts?,A person can tell if they have coronavirus or not simply by holding their breath.,NONE
157,1233916519458861056,COVID-19 is now REPORTEDLY showing up in random places.  If it is indeed COVID-19 showing up at nursing homes and elementary schools yet nowhere else are we witnessing bioterror?,Coronavirus is genetically engineered.,NONE
158,1233952551260737536,The SARS-nCoV-2 is not in the air but it seems it is based on people beliefs. Not sure this is just another reaction to a variant of SARS or an epidemic of black plaque/cholera level?,The lifetime of SARS-CoV-2 is only 12 hours.,NONE
159,1233973391146676224,"We must have a conversation about mental health supports considerations in relation to the #coronavirus (COVID-19) outbreak.
#Mentalhealth impacts of the outbreak are far reaching it is critical as part of the messaging to include  where people can recieve mental health support.",Coronavirus is caused by 5G.,NONE
160,1233981832078729216,"@USERNAME @USERNAME @USERNAME @USERNAME Part true; however, just because it's the same type of virus doesn't mean it has the same virulence. MERS was a Coronavirus and had a mortality rate of 34+% COVID-19 is more deadly than the flu, and we have no vaccine, no known treatment, &amp; no herd immunity. Not to trifle with.",COVID-19 is only as deadly as the seasonal flu.,AGAINST
161,1233988929617092608,"@USERNAME How to prevent corona virus?🤔 Use cowdung cakes for Holika dahan, &amp; celebrate Vedic Holi inspired by Sant Shri Asharamji Bapu. You can easily make herbal colors at home using Palash, Turmeric etc 😇 #AdoptVedicHoliPreventCorona https://t.co/x8pUKDFZjW",Vitamin C cures coronavirus.,NONE
162,1233988620584800256,"@USERNAME @USERNAME How to prevent corona virus?🤔 Use cowdung cakes for Holika dahan, &amp; celebrate Vedic Holi inspired by Sant Shri Asharamji Bapu. You can easily make herbal colors at home using Palash, Turmeric etc 😇 #AdoptVedicHoliPreventCorona https://t.co/vv0Is6Qve8",Vitamin C cures coronavirus.,NONE
163,1233940557963153408,Eurosurveillance | Stability of Middle East respiratory syndrome coronavirus (MERS-CoV) under different environmental conditions https://t.co/oULqM4czlq,Coronavirus can only survive in cold temperatures.,NONE
164,1233919549424230400,"Corona has a mortality of 2%. There are 330 Mil people in USA. If 1/2 of USA contracts the virus, that’s 3.3 Mil people will die from it. 80% of people will have a mild flu. 20% will need medical attention. That’s 33 Million people that will be off work from 2 days to 6 weeks.",Coronavirus is caused by 5G.,NONE
165,1233993872142934016,"Coronavirus in Iran, scary as fvck.
If it comes to Kenya people will kill each other.",Coronavirus is genetically engineered.,NONE
166,1233940302496518144,"I know it’s petty but I can’t look at any more articles that name this #coronavirus as CoVid-19, her name is SARS-CoV-2!",The lifetime of SARS-CoV-2 is only 12 hours.,NONE
167,1233983315343888384,"@USERNAME @USERNAME How to prevent corona virus??? Use cowdung cakes for Holika dahan, &amp; celebrate Vedic Holi inspired by Sant Shri Asharamji Bapu. You can easily make herbal colors at home using Palash, Turmeric etc ?? #AdoptVedicHoliPreventCorona https://t.co/hEdtNYP77G",Fennel tea cures coronavirus.,NONE
